空调温度调节不了,空调系统中硬件损坏
副翼校装不准确,定中凸轮与滚轮磨损
起落架渗漏,筒内封严磨损
EGT数值较高,APU引气压力过低
GPSI不工作,计算机失效
TCAS故障,天线故障
液压油量在短时间内大量流失,部件上的封圈老化
飞机偏出或冲出跑道,没有严格固定螺钉力矩
飞机机身晃动,缺失机腹封条
N2转速上不去,放气活门没有打开
飞行中上下飘摆,飞机襟翼间隙超标的问题
电子设备舱故障灯亮起,鼓风扇故障
作动器工作不停,防滞刹车双通道失效引起
方向舵PCU漏油率较高,升降舵舱内的液压软管相互磨损
油液渗漏,安装软管时壁管扭曲
飞机操纵力感觉较重,与机组有关
液压油量在短时间内大量流失,意外碰撞
襟翼卡阻,传动蜗杆生锈
飞机偏离航道,雷雨天气
发动机启动失败,放气活门没有关上
螺旋桨发生尖锐刺耳的声音。,调速器分油活门被卡在下位。
通电后FD不能接通,FMGC数据对比没有通过
飞机无法减速,注油盒内部被磨损
飞机出现烟雾,乘客吸烟
方向舵PCU漏油率较高,主起落架收放作动筒供油管破损
通电后FD接通不了,没有更新导航数据库
跳开关跳出现象,防滞刹车双通道失效引起
起落架渗漏,软管断丝扎伤管壁
飞机位置有漂移,计算机失效
FMGC不能交输数据,FMGC工作故障
飞机上升不了高度,蜗杆腐蚀
飞机无法减速,后缘襟翼传动蜗杆引起卡阻
螺旋桨发生尖锐刺耳的声音。,调速器弹簧被压缩过紧。
FMGC不能正常运输数据,没有通过FMGC自检
部件渗漏,PCU上的一个堵头封圈破损
副翼校装不准确,各个组件之间有误差
右发动机PRV(压力调节活门)出现琥珀色的关闭信息,风扇空气活门9HA损坏
系统液压油渗漏,壳体裂纹
舱门出现噪音,机腹封条缺失
FMGC不能交输数据,FMGC数据对比失败
液压油量在短时间内大量流失,封圈扭曲
TCAS故障,有部分零件损坏
APU漏油超出正常值,APU失效
作动器工作不停,速度刹车手柄作动器可靠性不好
系统失效,飞机液压泵处的液压管与弯管有磨损
液压油量在短时间内大量流失,结头封圈失效
烟雾警告灯亮起,有乘客吸烟
飞机偏出或冲出跑道,传动蜗杆摩擦力过大
气象雷达数据错误,没有正确校准导航相关数据
PFR信息出现,区域传感器损坏
系统失效,自身封严失效 
跳开关跳开,预位电门故障
飞机操纵力感觉较重,应属控制系统有问题
操纵力感觉过大,定中机构润滑不够
飞机速度减小,收放系统动作筒裂开
系统失效,PCU上的一个堵头封圈破损
空调温度过高,空调组件损坏
包皮震动明显，飞机呈“摇头”状态，功率下降，速度减小。,点火系统故障
发动机漏油,没有打开放气活门
飞机速度减小,发动机过贫油或过富油
空调温度错误,发动机引气关闭
起落架渗漏,意外碰撞
发动机间歇性停车,汽缸头温度过低，加油门动作粗
飞机上升不了高度,传动蜗杆磨损
操纵力感觉过大,副翼钢索系统中断丝
飞机上升不了高度,注油盒内部被磨损
飞机上升不了高度,注油盒与蜗杆间的润滑不好
油液渗漏,接头损伤
包皮震动明显,发动机过贫油或过富油
飞行中上下飘摆,铰链间隙过大
APU漏油超出正常值,MEL失效
自动停车,前余油口漏油
发动机余油口漏油,放气活门没有关严
飞机无法减速,蜗杆腐蚀
轮舱渗漏,筒内封严磨损
IRU故障,天线故障
液压油量在短时间内大量流失,自身封严失效 
APU启动不成功,APU不工作
系统失效,装管路接头时没有对正
右发动机PRV(压力调节活门)出现琥珀色的关闭信息,风扇空气活门恒温控制器7170HM
自动停车,APU不工作
IRU参数有误,天气不好
EGT数值高于正常水平,APU引气压力低于正常值
襟翼卡阻,飞机注油盒内没有润滑油
飞机失速,没有严格固定螺钉力矩
GPSI不工作,天气不好
飞机出现烟雾,有乘客吸烟
IRU参数有误,天线故障
系统失效,软管疲劳断裂
油液渗漏,飞机液压泵处的液压管与弯管有磨损
襟翼蜗杆漏油,襟翼蜗杆传动齿轮箱漏油
偏航,方向舵没有配平
TCAS故障,天气不好
飞机出现烟雾,单环路出现问题
打不开右发动机防冰活门,管路与发动机防冰活门管路的磨损
烟雾警告响起,单环路出现问题
FMGC交输数据不正常,FMGC工作系统出现错误
飞机偏出或冲出跑道,注油嘴丢失
跳开关跳出现象,速度刹车手柄作动器可靠性不好
空调系统调节失效,发动机关闭了引气
飞机失速,传动蜗杆的固定螺栓丢失
飞机偏出或冲出跑道,后缘襟翼传动蜗杆引起卡阻
部件渗漏,安装软管时壁管扭曲
襟翼卡阻,蜗杆腐蚀
飞行中上下飘摆,副翼与升降舵调整片铰链磨严重
偏航,FAC没有复位
舱单打印错误,ACP/RMP第一步故障
FMGC交输数据不正常,没有通过FMGC自检
空调温度调节不了,发动机引气关闭
飞机偏离航道,复位MMR失败
作动器工作不停,速度刹车操纵系统故障
方向舵PCU漏油率较高,装管路接头时没有对正
IRU故障,计算机失效
FMGC不能交输数据,FMGC工作系统出现错误
发动机启动失败,放气活门没有打开
注油盒漏油,造成润滑不够，使封严磨损加剧
轮舱渗漏,封圈扭曲
机身抖动,副翼与升降舵调整片铰链磨严重
飞机无法爬升也无法减速,传动蜗杆摩擦力过大
系统液压油渗漏,硬管管壁破裂
空调系统调节失效,区域传感器通风不正常
空调系统组件失效,空调系统中硬件损坏
起落架渗漏,装管路接头时没有对正
起落架渗漏,硬管管壁破裂
烟雾警告响起,烟雾信息错误
副翼校装有误差,钢索与鼓轮之间磨损
跳开关跳出现象,扰流板比例变换器问题
电门失效,插头松动
气象雷达不准确,缺失零件
飞机向另一侧倾斜,传动蜗杆的固定螺栓丢失
货舱出现烟雾,假烟雾信息
系统液压油渗漏,飞行扰流板作动器封圈破损
襟翼卡阻,注油嘴丢失
跳开关跳出现象,速度刹车操纵系统故障
系统失效,主起落架收放液压软管磨损
作动器工作不停,防滞系统故障
注油盒漏油,引起蜗杆磨损
手柄转动力量不正常,自动速度刹车控制组件故障
厕所出现烟雾,单环路故障
起落架渗漏,自身封严失效 
GPSI失效,复位MMR失败
系统液压油渗漏,PCU上的一个堵头封圈破损
IRU参数有误,计算机失效
PFR信息出现,空调系统中硬件损坏
预位灯与不预位灯都不亮,手柄作动器不在放下位
速度刹车不能预位,防滞系统故障
系统液压油渗漏,主起落架收放作动筒供油管破损
副翼校装不准确,传动机构变形
系统失效,副翼动力控制组件液压软管磨损
左发动机防冰活门打不开,防冰活门移动压力管路漏气
启动时EGT较高,油量不足
起落架渗漏,封圈扭曲
N2转速太低,没有打开放气活门
打印舱单失败,ACP/RMP第一步故障
轮舱渗漏,自身封严失效 
襟翼蜗杆漏油,蜗杆得不到润滑
前缘过渡灯闪亮,FSIM故障
轮舱渗漏,没有按要求润滑
通电后FD不能接通,没有更新导航数据库
系统失效,硬管管壁破裂
副翼操纵力感觉过大,副翼转换机构下的扰流板钢索鼓轮咬滞
IRU错误,飞机计算机不能正常运行
对边FMGC数据无法输入,导航数据库没有更新
部件渗漏,主起落架锁作动筒液压软管磨损
烟雾警告响起,有乘客吸烟
不预位灯亮,手柄作动器不好
发动机火警探测失败,烟雾信息错误
飞机偏离航道,有部分零件损坏
TCAS故障,天线失效
发动机火警探测故障,烟雾信息错误
飞机呈“摇头”状态,点火系统故障
飞机呈“摇头”状态,发动机过贫油或过富油
右发动机PRV(压力调节活门)出现琥珀色的关闭信息,发动机热交换器出口温度传感器6HA损坏
预位灯与不预位灯都不亮,防滞系统故障
飞机超过轮速而爆胎,滑油漏光
FMGC交输数据不正常,FMGC工作故障
飞机上升不了高度,没有严格固定螺钉力矩
部件渗漏,接头松动
发动机火警探测故障,有乘客吸烟
部件渗漏,接头松动
N2转速太低,APU引气压力低于正常值
左发动机防冰活门不能打开,管路与发动机防冰活门管路的磨损
部件渗漏,壳体裂纹
液压油量在短时间内大量流失,主起落架收放液压软管磨损
PFR信息出现,空调系统中硬件损坏
操纵杆下部的副翼转换机构引起摩擦力过大,PCU阀门有卡住
厕所烟雾警告,烟雾信息错误
动力系统不能正常工作,左右转轴卡住
飞机无法爬升也无法减速,注油盒内部被磨损
轮舱渗漏,意外碰撞
操纵杆下部的副翼转换机构引起摩擦力过大,钢索系统损坏
速度刹车不能预位,防滞刹车双通道失效引起
起落架渗漏,接头损伤
转速超过机型最高设计转速,调速器分油活门被卡在下位。
发动机火警探测失败,单环路出现问题
飞行中机身抖动,飞机襟翼间隙超标的问题
副翼定中机构不在中立位,定中凸轮与滚轮磨损
飞机机身晃动,机腹封条太少
飞机无法爬升也无法减速,蜗杆被磨损
FMGC不能交输数据,没有通过FMGC自检
液压油量在短时间内大量流失,筒内封严磨损
飞机头顶板故障灯亮了,舱门下沉
预位灯与不预位灯都不亮,作动器故障
电子舱不能通风,进气口被杂物堵住
飞机向另一侧倾斜,传动蜗杆磨损
电门FAULT灯亮,舱门下沉
跳开关跳出现象,预位电门故障
FMGC交输数据不正常,没有更新导航数据库
APU启动不成功,前余油口漏油
转速超过机型最高设计转速,调速器分油活门被卡在下位。
飞行中机身抖动,升降舵调整片故障
液压油量在短时间内大量流失,管路间距没控制好
速度刹车升不起来，且速度刹车跳开关跳开,手柄作动器不在放下位
APU漏油,前余油口漏油
空调温度过高,发动机引气压力过低
飞机无法减速,注油盒润滑不好
关闭左发动机时间延迟,启动活门转轴出现锈蚀
电子舱不能通风,排风扇开关跳出
飞机偏出或冲出跑道,注油盒润滑不好
气象雷达不准确,天气不好
襟翼蜗杆漏油,造成润滑不够，使封严磨损加剧
空调系统组件失效,发动机引气关闭
飞机失速,蜗杆腐蚀
系统失效,接头松动
襟翼蜗杆漏油,液压油高温且压力也较高
飞机超过轮速而爆胎,注油盒内部被磨损
飞机上升不了高度,传动蜗杆的固定螺栓丢失
方向舵PCU漏油率较高,拧紧力矩不符合要求
手柄转动力量不正常,防滞系统故障
液压油量在短时间内大量流失,前缘作动筒与扰流板 PCU漏油
轮舱渗漏,管路间距没控制好
操纵杆下部的副翼转换机构引起摩擦力过大,副翼钢索系统中断丝
油液渗漏,软管断丝扎伤管壁
IRU参数有误,雷雨天气
飞机无法爬升也无法减速,传动蜗杆的固定螺栓松脱
方向舵PCU漏油率较高,封圈安装不规范
气象雷达不准确,没有正确校准导航相关数据
部件渗漏,硬管管壁破裂
副翼操纵力感觉过大,与机组有关
液压油量在短时间内大量流失,强行搬动管路作为扶手
气象雷达数据错误,复位MMR失败
系统失效,方向舵PCU使用频率过高
油液渗漏,筒内封严磨损
RA故障,有部分零件损坏
出现PFR信息,区域传感器不能正常通风
货舱出现烟雾,有乘客吸烟
气象雷达数据错误,雷雨天气
起飞警告,襟翼位置故障
襟翼既放不下来也收不回去,后缘襟翼传动蜗杆引起卡阻
系统失效,筒内封严磨损
液压油量在短时间内大量流失,软管断丝扎伤管壁
N2转速上不去,APU引气压力低于正常值
系统失效,软管断丝扎伤管壁
副翼定中机构不在中立位,定中凸轮不能回到中心位
操纵杆下部的副翼转换机构引起摩擦力过大,定中弹簧调节过紧
速度刹车升不起来，且速度刹车跳开关跳开,防滞系统故障
电门失效,死接头腐蚀
油液渗漏,部件上的封圈老化
飞机位置有漂移,天气不好
飞机超过轮速而爆胎,蜗杆歪斜
起落架渗漏,踩踏管路
发动机余油口漏油,忘记打开放气活门
副翼操纵力感觉过大,定中机构或控制钢索问题
副翼定中机构不在中立位,组件之间润滑不到位
螺旋桨发生尖锐刺耳的声音。,调速器弹簧被压缩过紧。
飞机操纵力感觉较重,助力系统有故障
飞机向另一侧翻滚,蜗杆歪斜
部件渗漏,部件上的封圈失效
副翼操纵力感觉过大,PCU输入杆连接不好
发动机启动失败,油量不足
FMGC交输数据不正常,导航数据库没有更新
液压油量在短时间内大量流失,没有按要求润滑
作动器工作不停,手柄作动器不好
TCAS参数有误,飞机计算机不能正常运行
不预位灯亮,防滞刹车双通道失效引起
飞机失速,飞机注油盒内没有润滑油
方向舵没有配平,FAC没有复位
GPSI失效,计算机失效
EGT数值高于正常水平,左右转轴卡住
烟雾警告响起,单环路故障
部件渗漏,前缘作动筒与扰流板 PCU漏油
方向舵PCU漏油率较高,没有按要求润滑
轮舱渗漏,副翼动力控制组件液压软管磨损
APU漏油超出正常值,APU不工作
襟翼既放不下来也收不回去,传动蜗杆的固定螺栓丢失
飞机向另一侧翻滚,注油盒润滑不好
襟翼既放不下来也收不回去,蜗杆歪斜
烟雾警告灯亮起,假烟雾信息
系统失效,部件上的封圈失效
APU启动不成功,前余油口运转漏油过多
启动时EGT较高,左右转轴卡住
油液渗漏,没有按要求润滑
飞机操纵力感觉较重,PCU阀门有卡住
转速超过机型最高设计转速,调速器弹簧被压缩过紧。
油液渗漏,接头松动
飞机位置有漂移,有部分零件损坏
液压油量在短时间内大量流失,硬管管壁破裂
EGT数值较高,APU引气压力低于正常值
落地后减速板升不起来,速度刹车操纵系统故障
IRU故障,缺失零件
飞机位置有误,计算机失效
油液渗漏,前起落架收放液压软管磨损
操纵力感觉过大,定中弹簧调节过紧
飞行中上下飘摆,副翼与升降舵调整片饺链磨损
作动器工作不停,预位电门故障
PFR信息出现,区域传感器不能正常通风
空调温度过高,区域传感器通风不正常
前缘过渡灯不灭,死接头腐蚀松动断裂
无法获得对边FMGC输入的无线电导航数据,FMGC工作系统出现错误
获取不到FMGC的导航数据,FMGC工作故障
发动机余油口漏油,放气活门没有关上
系统液压油渗漏,部件上的封圈老化
发动机启动失败,左右转轴卡住
轮舱渗漏,前起落架收放液压软管磨损
厕所烟雾警告,单环路故障
空调温度不可调节,发动机引气关闭
操纵力感觉过大,扰流板钢索鼓轮咬滞
气象雷达不准确,天线失效
飞机无法爬升也无法减速,传动蜗杆磨损
液压油量在短时间内大量流失,封圈安装不规范
部件渗漏,副翼动力控制组件液压软管磨损
手柄转动力量不正常,手柄作动器故障
飞机机身整体出现晃动,缺失机腹封条
空调温度调节失败,发动机关闭了引气
发动机启动活门时间过长,启动活门转轴出现锈蚀
部件渗漏,筒内封严磨损
飞机无法减速,飞机注油盒内没有润滑油
发动机余油口漏油,放气活门没有打开
后缘襟翼卡阻。,蜗杆传动齿轮箱转轴对封严磨损
液压油量在短时间内大量流失,接头松动
液压油量在短时间内大量流失,喷漆时没注意保护所有PCU活塞表面
飞机操纵力感觉较重,副翼扇形盘曲柄连接不好
机身抖动,升降舵调整片故障
空调温度错误,区域传感器通风不正常
FMGC不能正常运输数据,FMGC工作系统出现错误
飞机位置有误,缺失零件
方向舵PCU漏油率较高,硬管管壁破裂
系统失效,管路间距没控制好
方向舵PCU漏油率较高,方向舵PCU使用频率过高
偏航阻尼,忘记复位FAC
操纵力感觉过大,定中机构或控制钢索问题
发动机漏油,油量不足
发动机启动失败,APU引气压力过低
N2转速上不去,APU引气压力过低
空调温度调节不了,空调系统中硬件损坏
电子设备舱故障灯亮起,排风扇开关跳出
动力系统不能正常工作,没有打开放气活门
飞机无法爬升也无法减速,传动蜗杆的固定螺栓丢失
发动机漏油,忘记打开放气活门
系统液压油渗漏,部件上的封圈失效
操纵杆下部的副翼转换机构引起摩擦力过大,副翼转换机构下的扰流板钢索鼓轮咬滞
系统失效,踩踏管路
速度刹车不能预位,扰流板比例变换器问题
飞机向另一侧倾斜,蜗杆腐蚀
发动机火警探测故障,乘客吸烟
副翼校装有误差,连接曲柄断裂
跳开关跳开,自动速度刹车控制组件故障
IRU错误,复位MMR失败
无法获得对边FMGC输入的无线电导航数据,FMGC工作故障
操纵力感觉过大,应属控制系统有问题
空调温度错误,区域传感器不能正常通风
IRU参数有误,飞机计算机不能正常运行
电子舱通风故障,杂物堵住蒙皮进气口
拉力减小，高度下降,调速器分油活门被卡在下位。
IRU参数有误,天线失效
油液渗漏,封圈安装不规范
副翼操纵力感觉过大,定中机构润滑不够
系统失效,壳体裂纹
IRU错误,雷雨天气
系统失效,接头处的弯管有弯折
通电后FD接通不了,FMGC工作故障
APU不能启动,MEL失效
EGT数值高于正常水平,没有打开放气活门
电门失效,位置电门故障
起飞警告,减速板手柄位置不到位
飞机向另一侧翻滚,传动蜗杆摩擦力过大
发动机间歇性停车,汽缸头温度过低，加油门动作粗
FMGC不能正常运输数据,FMGC自检没有通过
操纵杆下部的副翼转换机构引起摩擦力过大,PCU输入杆连接不好
方向舵PCU漏油率较高,部件上的封圈失效
空调温度调节失败,发动机引气关闭
偏航,忘记复位FAC
飞行中上下飘摆,后缘襟翼之间的间隙过大
飞机操纵力感觉较重,副翼转换机构下的扰流板钢索鼓轮咬滞
后缘襟翼卡阻。,注油嘴被拔掉
GPSI失效,缺失零件
方向舵不正,FAC开关失效
拉力减小，高度下降,调速器弹簧被压缩过紧。
TCAS故障,飞机计算机不能正常运行
方向舵PCU漏油率较高,安装软管时壁管扭曲
APU启动不成功,MEL失效
速度刹车升不起来，且速度刹车跳开关跳开,防滞刹车双通道失效引起
N2转速太低,放气活门没有关严
部件渗漏,封圈扭曲
飞机功率下降,汽缸头温度或汽化器温度过低
飞机向另一侧翻滚,注油嘴丢失
IRU参数有误,复位MMR失败
轮舱渗漏,强行搬动管路作为扶手
拉力减小，高度下降,调速器弹簧被压缩过紧。
货舱烟雾警告,乘客吸烟
飞机无法爬升也无法减速,后缘襟翼传动蜗杆引起卡阻
电门FAULT灯亮,组件间隙有杂物
RA故障,缺失零件
起落架渗漏,没有按要求润滑
调整片校装有误差,弹簧疲劳
螺旋桨发生尖锐刺耳的声音。,调速器分油活门被卡在下位。
获取不到FMGC的导航数据,没有更新导航数据库
速度刹车升不起来，且速度刹车跳开关跳开,手柄作动器不好
空调温度不可调节,区域传感器损坏
FMGC不能正常运输数据,RMP备用导航打开了
APU漏油,前余油口运转漏油过多
副翼校装有误差,传动机构变形
速度刹车不能预位,手柄作动器故障
FMGC不能交输数据,导航数据库没有更新
飞机无法爬升也无法减速,注油嘴丢失
发动机火警探测失败,有乘客吸烟
速度刹车升不起来，且速度刹车跳开关跳开,预位电门故障
副翼校装有误差,定中凸轮与滚轮磨损
注油盒漏油,液压油高温且压力也较高
空调温度过高,空调系统中硬件损坏
襟翼蜗杆漏油,襟翼蜗杆注油盒漏油
手柄转动力量不正常,预位电门故障
襟翼既放不下来也收不回去,传动蜗杆磨损
GPSI不工作,雷雨天气
飞机速度减小,点火系统故障
左发动机防冰活门不能打开,防冰活门移动压力管路漏气
系统液压油渗漏,软管疲劳断裂
方向舵PCU漏油率较高,软管断丝扎伤管壁
飞机向另一侧翻滚,蜗杆被磨损
气象雷达不准确,飞机计算机不能正常运行
轮舱渗漏,主起落架收放液压软管磨损
RA故障,飞机计算机不能正常运行
跳开关跳出现象,手柄作动器故障
飞机偏出或冲出跑道,滑油漏光
空调温度错误,发动机关闭了引气
N2转速太低,APU引气压力过低
发动机间歇性停车,排气门杆膨胀
发动机间歇性停车,高空杆使用不当
螺旋桨发生尖锐刺耳的声音。,调速器分油活门被卡在下位。
电门失效,传感器附近的线路故障
对边FMGC数据无法输入,没有更新导航数据库
副翼定中机构不在中立位,左外后缘后襟翼连接曲柄断裂
注油盒漏油,蜗杆传动齿轮箱转轴对封严磨损
气象雷达不准确,硬件出现损坏
空调温度调节不了,区域传感器不能正常通风
IRU参数有误,没有正确校准导航相关数据
飞机机身晃动,机腹封条损坏
襟翼既放不下来也收不回去,滑油漏光
飞机功率下降,发动机部分机件损坏
启动时EGT较高,放气活门没有关严
飞机上升不了高度,飞机注油盒内没有润滑油
飞机操纵力感觉较重,定中机构或控制钢索问题
飞机偏离航道,缺失零件
FMGC不能交输数据,没有更新导航数据库
通电后FD接通不了,FMGC工作系统出现错误
APU漏油,APU不工作
发动机火警探测失败,单环路故障
飞机功率下降,收放系统动作筒裂开
空调系统组件失效,发动机引气压力过低
副翼操纵力感觉过大,应属控制系统有问题
气象雷达不准确,天线故障
预位灯与不预位灯都不亮,防滞刹车双通道失效引起
GPSI失效,天线失效
后缘襟翼卡阻。,造成润滑不够，使封严磨损加剧
飞机失速,注油嘴丢失
飞机位置有误,没有正确校准导航相关数据
作动器工作不停,扰流板比例变换器问题
调整片校装有误差,传动机构磨损
襟翼卡阻,滑油漏光
舱门附近出现噪音,机腹封条太少
轮舱渗漏,喷漆时没注意保护所有PCU活塞表面
操纵力感觉过大,PCU内部阀门有卡滞
飞机无法减速,传动蜗杆磨损
油液渗漏,强行搬动管路作为扶手
